Time;Hip_x;Hip_vel;Hip_omega;Hip_AO;Knee_x;Knee_vel;Knee_omega;Knee_AO;Ankle_x;Ankle_vel;Ankle_omega;Ankle_AO
15:52:56.651928;0.001644438;0.098191572;1.016851888;-0.036858431;0;0;0;0;0;0;0;0
15:52:56.662271;0.001644438;0;1.010118569;-0.030090987;0;0;0;0;0;0;0;0
15:52:56.672966;0.001644438;0;1.004261806;-0.022948179;0;0;0;0;0;0;0;0
15:52:56.683818;0.001644438;0;0.999238619;-0.015442948;0;0;0;0;0;0;0;0
15:52:56.695796;0.002911006;0.126656818;0.988075011;-0.01108936;0;0;0;0;0;0;0;0
15:52:56.706250;0.002911006;0.126656818;0.978274549;-0.00615894;0;0;0;0;0;0;0;0
15:52:56.717059;0.002911006;0.126656818;0.969744741;-0.000684769;0;0;0;0;0;0;0;0
15:52:56.727554;0.002911006;0.126656818;0.962399236;0.005302246;0;0;0;0;0;0;0;0
15:52:56.738210;0.003892686;0.098168021;0.950767329;0.009050824;0;0;0;0;0;0;0;0
15:52:56.748840;0.003892686;0.098168021;0.940637739;0.013441851;0;0;0;0;0;0;0;0
15:52:56.758859;0.003892686;0.098168021;0.931897235;0.018433161;0;0;0;0;0;0;0;0
15:52:56.770106;0.003892686;0.098168021;0.924440931;0.023985671;0;0;0;0;0;0;0;0
15:52:56.780091;0.003892686;0;0.918171827;0.030063232;0;0;0;0;0;0;0;0
15:52:56.790615;0.003892686;0;0.913000334;0.036632467;0;0;0;0;0;0;0;0
15:52:56.800845;0.003892686;0;0.908843789;0.043662602;0;0;0;0;0;0;0;0
15:52:56.811339;0.004873804;0.098111812;0.900225411;0.04839759;0;0;0;0;0;0;0;0
15:52:56.822113;0.004873804;0.098111812;0.892952594;0.053725997;0;0;0;0;0;0;0;0
15:52:56.833201;0.004873804;0.098111812;0.886915713;0.059605911;0;0;0;0;0;0;0;0
15:52:56.843162;0.004873804;0.098111812;0.882014031;0.065998813;0;0;0;0;0;0;0;0
15:52:56.854204;0.003892686;-0.098111812;0.883555115;0.07559679;0;0;0;0;0;0;0;0
15:52:56.864750;0.003892686;-0.098111812;0.885572877;0.085450927;0;0;0;0;0;0;0;0
15:52:56.875480;0.003892686;-0.098111812;0.888035553;0.095549949;0;0;0;0;0;0;0;0
15:52:56.885870;0.003892686;-0.098111812;0.890913726;0.105883447;0;0;0;0;0;0;0;0
15:52:56.895762;0.003892686;0;0.894180111;0.116441796;0;0;0;0;0;0;0;0
15:52:56.906135;0.003892686;0;0.897809351;0.127216071;0;0;0;0;0;0;0;0
15:52:56.916356;0.003892686;0;0.901777836;0.138197976;0;0;0;0;0;0;0;0
15:52:56.926760;0.003892686;0;0.906063523;0.149379771;0;0;0;0;0;0;0;0
15:52:56.936892;0.003892686;0;0.910645783;0.160754208;0;0;0;0;0;0;0;0
15:52:56.947588;0.003892686;0;0.915505247;0.172314472;0;0;0;0;0;0;0;0
15:52:56.958105;0.003892686;0;0.920623676;0.184054123;0;0;0;0;0;0;0;0
15:52:56.968642;0.003892686;0;0.92598383;0.195967043;0;0;0;0;0;0;0;0
15:52:56.979433;0.003892686;0;0.931569359;0.208047392;0;0;0;0;0;0;0;0
15:52:56.990332;0.003892686;0;0.93736469;0.22028956;0;0;0;0;0;0;0;0
15:52:57.003228;0.003892686;0;0.943354936;0.232688125;0;0;0;0;0;0;0;0
15:52:57.013684;0.006872693;0.298000658;0.933576619;0.237182231;0;0;0;0;0;0;0;0
15:52:57.023915;0.006872693;0.298000658;0.925392169;0.242383584;0;0;0;0;0;0;0;0
15:52:57.034027;0.006872693;0.298000658;0.918654277;0.248233724;0;0;0;0;0;0;0;0
15:52:57.044681;0.006872693;0.298000658;0.913227876;0.254678894;0;0;0;0;0;0;0;0
15:52:57.055360;0.008141974;0.126928144;0.902220842;0.258251158;0;0;0;0;0;0;0;0
15:52:57.066106;0.008141974;0.126928144;0.892885159;0.262557522;0;0;0;0;0;0;0;0
15:52:57.076726;0.008141974;0.126928144;0.88506296;0.267534964;0;0;0;0;0;0;0;0
15:52:57.088842;0.009122274;0.098029963;0.873395754;0.27049217;0;0;0;0;0;0;0;0
15:52:57.100113;0.009122274;0.098029963;0.863424438;0.274189269;0;0;0;0;0;0;0;0
15:52:57.110071;0.009122274;0.098029963;0.854986742;0.278561263;0;0;0;0;0;0;0;0
15:52:57.120210;0.009122274;0.098029963;0.84793413;0.283548466;0;0;0;0;0;0;0;0
15:52:57.131063;0.010393617;0.127134347;0.83539577;0.285694427;0;0;0;0;0;0;0;0
15:52:57.141528;0.010393617;0.127134347;0.824579001;0.288584554;0;0;0;0;0;0;0;0
15:52:57.152054;0.010393617;0.127134347;0.815317122;0.292151865;0;0;0;0;0;0;0;0
15:52:57.163724;0.011373651;0.098003397;0.802276735;0.293718131;0;0;0;0;0;0;0;0
15:52:57.174406;0.011373651;0.098003397;0.790958715;0.296023935;0;0;0;0;0;0;0;0
15:52:57.185186;0.011373651;0.098003397;0.781195127;0.299001681;0;0;0;0;0;0;0;0
15:52:57.198014;0.011373651;0.098003397;0.772832456;0.302589376;0;0;0;0;0;0;0;0
15:52:57.208242;0.011373651;0;0.765730554;0.306730245;0;0;0;0;0;0;0;0
15:52:57.218569;0.011373651;0;0.759761614;0.311372342;0;0;0;0;0;0;0;0
15:52:57.229419;0.011373651;0;0.754809184;0.316468179;0;0;0;0;0;0;0;0
15:52:57.240027;0.011373651;0;0.75076722;0.321974363;0;0;0;0;0;0;0;0
15:52:57.251065;0.011373651;0;0.747539213;0.327851251;0;0;0;0;0;0;0;0
15:52:57.261753;0.011373651;0;0.745037358;0.334062635;0;0;0;0;0;0;0;0
15:52:57.271934;0.011373651;0;0.743181789;0.340575439;0;0;0;0;0;0;0;0
15:52:57.282141;0.011373651;0;0.741899876;0.347359441;0;0;0;0;0;0;0;0
15:52:57.292347;0.012353111;0.097946028;0.736049876;0.351823383;0;0;0;0;0;0;0;0
15:52:57.302725;0.012353111;0.097946028;0.731116576;0.356691844;0;0;0;0;0;0;0;0
15:52:57.312867;0.012353111;0.097946028;0.727001889;0.361924449;0;0;0;0;0;0;0;0
15:52:57.322917;0.012353111;0.097946028;0.723616619;0.367484334;0;0;0;0;0;0;0;0
15:52:57.333181;0.013371607;0.101849536;0.715641541;0.370692154;0;0;0;0;0;0;0;0
15:52:57.343446;0.013371607;0.101849536;0.708725545;0.374355156;0;0;0;0;0;0;0;0
15:52:57.354291;0.013371607;0.101849536;0.702757482;0.378427793;0;0;0;0;0;0;0;0
15:52:57.365705;0.013371607;0;0.69763624;0.382868475;0;0;0;0;0;0;0;0
15:52:57.376365;0.013371607;0;0.693269913;0.387639249;0;0;0;0;0;0;0;0
15:52:57.387157;0.013371607;0;0.689575022;0.392705502;0;0;0;0;0;0;0;0
15:52:57.397822;0.013371607;0;0.68647579;0.398035673;0;0;0;0;0;0;0;0
15:52:57.408300;0.014350492;0.097888522;0.678935687;0.401091859;0;0;0;0;0;0;0;0
15:52:57.418360;0.014350492;0.097888522;0.672326041;0.404542613;0;0;0;0;0;0;0;0
15:52:57.428527;0.014350492;0.097888522;0.666547586;0.408347099;0;0;0;0;0;0;0;0
15:52:57.440426;0.014350492;0.097888522;0.661510145;0.412468086;0;0;0;0;0;0;0;0
15:52:57.450655;0.015369147;0.101865481;0.651995881;0.414277546;0;0;0;0;0;0;0;0
